order_id,supplier_name,part_number,part_description,order_date,promised_date,actual_delivery_date,quantity,unit_price,po_amount
PO-DEMO-192,Juniper Racing,PANEL-8820,Stainless Control Panel,2022-03-23,2022-04-22,2022-05-05,200,230.83,46166.0
PO-DEMO-193,Knight Fastener Fab Svc,BEARING-9905,Heavy Duty Bearing Set,2021-11-30,2022-01-13,2022-01-08,123,85.91,10566.93
PO-DEMO-194,Knight Fastener Fab Svc,PANEL-8820,Stainless Control Panel,2022-03-13,2022-04-25,2022-04-29,69,233.98,16144.62
PO-DEMO-195,Knight Fastener Fab Svc,CTRL-9985,PLC Control Module,2021-10-11,2021-11-13,2021-11-23,59,385.22,22727.98
PO-DEMO-196,Knight Fastener Fab Svc,SENSOR-4401,Temperature Sensor Probe,2022-02-16,2022-03-10,2022-03-17,199,66.82,13297.18
PO-DEMO-197,Apex-Quickfab Ind.,FAN-2436,36 inch Axial Fan,2022-03-29,2022-05-16,2022-05-24,222,245.49,54498.78
PO-DEMO-198,Apex-Quickfab Ind.,DAMPER-3305,Pneumatic Damper 36 inch,2022-02-04,2022-03-29,2022-04-06,26,303.54,7892.04
PO-DEMO-199,Apex-Quickfab Ind.,BRKT-1005,Heavy Duty Mount,2021-11-26,2022-01-07,2022-01-16,195,16.49,3215.55
PO-DEMO-200,Apex-Quickfab Ind.,BEARING-9905,Heavy Duty Bearing Set,2022-03-26,2022-05-02,2022-05-14,41,75.93,3113.13
PO-DEMO-201,Stellar Forge Industries,CTRL-9985,PLC Control Module,2021-11-19,2021-12-10,2021-12-19,118,446.26,52658.68
PO-DEMO-202,Stellar Forge Industries,BEARING-9905,Heavy Duty Bearing Set,2022-03-03,2022-03-18,2022-03-14,134,99.55,13339.7
PO-DEMO-203,Stellar Forge Industries,BRKT-1005,Heavy Duty Mount,2022-02-23,2022-03-22,2022-03-19,120,27.2,3264.0
PO-DEMO-204,Stellar Forge Industries,HX-5520,Aluminum Heat Exchanger,2021-11-30,2022-01-04,2022-01-03,151,1143.36,172647.36
PO-DEMO-205,StellarForge Industries,DAMPER-3305,Pneumatic Damper 36 inch,2023-07-09,2023-07-31,2023-08-12,99,216.49,21432.51
PO-DEMO-206,StellarForge Industries,BEARING-9905,Heavy Duty Bearing Set,2023-06-08,2023-06-30,2023-06-25,131,83.55,10945.05
PO-DEMO-207,StellarForge Industries,HX-5520,Aluminum Heat Exchanger,2023-06-06,2023-07-01,2023-07-04,74,1096.69,81155.06
PO-DEMO-208,StellarForge Industries,SENSOR-4401,Temperature Sensor Probe,2023-10-14,2023-11-04,2023-11-01,239,71.12,16997.68
PO-DEMO-209,StellarForge Industries,SENSOR-4401,Temperature Sensor Probe,2023-10-11,2023-12-01,2023-11-29,267,48.86,13045.62
PO-DEMO-210,StellarForge Industries,DAMPER-3305,Pneumatic Damper 36 inch,2023-11-06,2023-11-22,2023-12-03,244,296.5,72346.0
PO-DEMO-211,StellarForge Industries,PANEL-8820,Stainless Control Panel,2023-06-09,2023-06-26,2023-07-06,228,288.61,65803.08
PO-DEMO-212,StellarForge Industries,CTRL-9985,PLC Control Module,2023-10-05,2023-12-03,2023-12-12,51,398.32,20314.32
PO-DEMO-213,AQF Holdings Inc.,DAMPER-3305,Pneumatic Damper 36 inch,2021-11-08,2021-11-26,2021-11-25,290,306.82,88977.8
PO-DEMO-214,AQF Holdings Inc.,DAMPER-3305,Pneumatic Damper 36 inch,2022-01-07,2022-02-28,2022-03-11,242,275.83,66750.86
PO-DEMO-215,AQF Holdings Inc.,BRKT-1005,Heavy Duty Mount,2022-01-20,2022-02-09,2022-02-07,230,21.77,5007.1
PO-DEMO-216,AQF Holdings Inc.,SENSOR-4401,Temperature Sensor Probe,2021-11-29,2022-01-08,2022-01-13,214,56.64,12120.96
PO-DEMO-217,Apex Manufacturing (formerly QuickFab),BEARING-9905,Heavy Duty Bearing Set,2021-10-26,2021-11-29,2021-12-07,140,74.97,10495.8
PO-DEMO-218,Apex Manufacturing (formerly QuickFab),CTRL-9985,PLC Control Module,2021-11-10,2022-01-06,2022-01-16,56,474.77,26587.12
PO-DEMO-219,Apex Manufacturing (formerly QuickFab),BEARING-9905,Heavy Duty Bearing Set,2021-10-25,2021-12-05,2021-12-03,76,82.25,6251.0
PO-DEMO-220,Apex Manufacturing (formerly QuickFab),BEARING-9905,Heavy Duty Bearing Set,2022-03-01,2022-04-19,2022-05-01,72,76.43,5502.96
PO-DEMO-221,Apex Farms LLC,DAMPER-3305,Pneumatic Damper 36 inch,2022-03-21,2022-05-01,2022-04-27,169,252.75,42714.75
PO-DEMO-222,Apex Farms LLC,FAN-2436,36 inch Axial Fan,2022-02-26,2022-04-13,2022-04-14,256,202.42,51819.52
PO-DEMO-223,Apex Farms LLC,BEARING-9905,Heavy Duty Bearing Set,2021-10-29,2021-12-04,2021-12-16,68,90.5,6154.0
PO-DEMO-224,Apex Farms LLC,HX-5520,Aluminum Heat Exchanger,2022-02-25,2022-03-25,2022-04-02,146,811.58,118490.68
PO-DEMO-225,Apex Fabrication Services,BEARING-9905,Heavy Duty Bearing Set,2021-12-10,2022-02-06,2022-02-10,189,60.24,11385.36
PO-DEMO-226,Apex Fabrication Services,CTRL-9985,PLC Control Module,2021-11-07,2021-12-27,2022-01-03,82,461.15,37814.3
PO-DEMO-227,Apex Fabrication Services,BRKT-1005,Heavy Duty Mount,2021-10-09,2021-10-28,2021-11-08,202,21.3,4302.6
PO-DEMO-228,Apex Fabrication Services,DAMPER-3305,Pneumatic Damper 36 inch,2021-12-28,2022-01-21,2022-01-27,176,316.53,55709.28
PO-DEMO-229,Stellar Dynamics Inc,HX-5520,Aluminum Heat Exchanger,2022-02-24,2022-04-17,2022-04-14,89,862.96,76803.44
PO-DEMO-230,Stellar Dynamics Inc,DAMPER-3305,Pneumatic Damper 36 inch,2022-03-09,2022-03-26,2022-03-23,236,299.29,70632.44
PO-DEMO-231,Stellar Dynamics Inc,PANEL-8820,Stainless Control Panel,2022-02-03,2022-03-27,2022-04-05,149,241.56,35992.44
PO-DEMO-232,Stellar Dynamics Inc,PANEL-8820,Stainless Control Panel,2022-02-10,2022-03-03,2022-03-09,66,248.32,16389.12
PO-DEMO-233,AeroTech Systems,DAMPER-3305,Pneumatic Damper 36 inch,2022-03-24,2022-05-14,2022-05-24,33,233.08,7691.64
PO-DEMO-234,AeroTech Systems,BRKT-1005,Heavy Duty Mount,2022-03-04,2022-03-21,2022-03-16,164,29.18,4785.52
PO-DEMO-235,AeroTech Systems,BEARING-9905,Heavy Duty Bearing Set,2021-11-06,2021-12-06,2021-12-10,71,60.31,4282.01
PO-DEMO-236,AeroTech Systems,PANEL-8820,Stainless Control Panel,2022-01-20,2022-02-14,2022-02-13,282,290.37,81884.34
PO-DEMO-237,ZENITH THERMAL SOLUTIONS INC.,CTRL-9985,PLC Control Module,2022-02-07,2022-03-28,2022-04-03,213,479.26,102082.38
PO-DEMO-238,ZENITH THERMAL SOLUTIONS INC.,SENSOR-4401,Temperature Sensor Probe,2021-10-12,2021-11-22,2021-11-17,49,74.48,3649.52
PO-DEMO-239,ZENITH THERMAL SOLUTIONS INC.,PANEL-8820,Stainless Control Panel,2022-02-26,2022-04-08,2022-04-21,223,248.95,55515.85
PO-DEMO-240,ZENITH THERMAL SOLUTIONS INC.,FAN-2436,36 inch Axial Fan,2022-01-13,2022-01-28,2022-02-02,245,263.2,64484.0
PO-DEMO-241,Zenith Therm. Sol.,CTRL-9985,PLC Control Module,2022-01-02,2022-01-21,2022-01-29,134,415.35,55656.9
PO-DEMO-242,Zenith Therm. Sol.,PANEL-8820,Stainless Control Panel,2022-01-12,2022-02-28,2022-02-25,168,294.58,49489.44
PO-DEMO-243,Zenith Therm. Sol.,CTRL-9985,PLC Control Module,2021-11-27,2022-01-01,2022-01-01,271,444.98,120589.58
PO-DEMO-244,Zenith Therm. Sol.,BEARING-9905,Heavy Duty Bearing Set,2022-02-14,2022-04-01,2022-04-02,189,89.1,16839.9
PO-DEMO-245,A.Q.F. Holdings,CTRL-9985,PLC Control Module,2022-03-16,2022-04-08,2022-04-10,84,388.4,32625.6
PO-DEMO-246,A.Q.F. Holdings,CTRL-9985,PLC Control Module,2021-11-15,2022-01-06,2022-01-05,100,492.69,49269.0
PO-DEMO-247,A.Q.F. Holdings,SENSOR-4401,Temperature Sensor Probe,2022-03-11,2022-04-25,2022-05-04,299,65.72,19650.28
PO-DEMO-248,A.Q.F. Holdings,BEARING-9905,Heavy Duty Bearing Set,2022-03-10,2022-04-13,2022-04-28,87,77.59,6750.33
PO-DEMO-249,AQF Holdings LLC,DAMPER-3305,Pneumatic Damper 36 inch,2022-01-30,2022-03-13,2022-03-28,150,288.71,43306.5
PO-DEMO-250,AQF Holdings LLC,DAMPER-3305,Pneumatic Damper 36 inch,2021-12-31,2022-02-15,2022-02-12,246,267.79,65876.34
PO-DEMO-251,AQF Holdings LLC,CTRL-9985,PLC Control Module,2021-10-16,2021-11-22,2021-11-26,56,442.25,24766.0
PO-DEMO-252,AQF Holdings LLC,HX-5520,Aluminum Heat Exchanger,2022-02-08,2022-03-18,2022-03-27,240,1163.62,279268.8
PO-DEMO-253,Pacific Northwest Fabricators,BEARING-9905,Heavy Duty Bearing Set,2022-02-25,2022-04-21,2022-04-22,253,80.05,20252.65
PO-DEMO-254,Pacific Northwest Fabricators,BEARING-9905,Heavy Duty Bearing Set,2021-10-17,2021-11-28,2021-11-26,53,80.18,4249.54
PO-DEMO-255,Pacific Northwest Fabricators,SENSOR-4401,Temperature Sensor Probe,2021-11-15,2021-12-01,2021-12-03,234,60.96,14264.64
PO-DEMO-256,Pacific Northwest Fabricators,BEARING-9905,Heavy Duty Bearing Set,2022-03-07,2022-03-31,2022-04-06,154,75.5,11627.0
PO-DEMO-257,Global Industrial Supply Co,HX-5520,Aluminum Heat Exchanger,2021-12-27,2022-02-22,2022-03-08,181,826.36,149571.16
PO-DEMO-258,Global Industrial Supply Co,DAMPER-3305,Pneumatic Damper 36 inch,2021-10-26,2021-12-14,2021-12-21,139,308.56,42889.84
PO-DEMO-259,Global Industrial Supply Co,BEARING-9905,Heavy Duty Bearing Set,2022-03-19,2022-05-10,2022-05-09,51,83.31,4248.81
PO-DEMO-260,Global Industrial Supply Co,PANEL-8820,Stainless Control Panel,2021-11-07,2021-12-13,2021-12-17,76,279.5,21242.0
PO-DEMO-261,Summit Manufacturing LLC,PANEL-8820,Stainless Control Panel,2021-10-23,2021-11-25,2021-12-07,178,301.32,53634.96
PO-DEMO-262,Summit Manufacturing LLC,CTRL-9985,PLC Control Module,2022-03-22,2022-05-19,2022-05-30,226,426.27,96337.02
PO-DEMO-263,Summit Manufacturing LLC,FAN-2436,36 inch Axial Fan,2021-10-06,2021-11-12,2021-11-16,119,214.17,25486.23
PO-DEMO-264,Summit Manufacturing LLC,FAN-2436,36 inch Axial Fan,2022-02-03,2022-03-01,2022-03-03,89,187.72,16707.08
PO-DEMO-265,Apex Industries,HX-5520,Aluminum Heat Exchanger,2021-10-27,2021-12-12,2021-12-24,182,1150.56,209401.92
PO-DEMO-266,Apex Industries,PANEL-8820,Stainless Control Panel,2022-03-09,2022-03-31,2022-04-14,88,236.22,20787.36
PO-DEMO-267,Apex Industries,SENSOR-4401,Temperature Sensor Probe,2022-03-28,2022-05-20,2022-05-20,32,56.43,1805.76
PO-DEMO-268,Apex Industries,SENSOR-4401,Temperature Sensor Probe,2022-03-24,2022-05-23,2022-05-25,155,70.1,10865.5
PO-DEMO-269,Stellar Industries,BRKT-1005,Heavy Duty Mount,2022-01-24,2022-02-21,2022-03-05,168,29.48,4952.64
PO-DEMO-270,Stellar Industries,SENSOR-4401,Temperature Sensor Probe,2022-01-30,2022-02-25,2022-03-03,246,70.78,17411.88
PO-DEMO-271,Stellar Industries,PANEL-8820,Stainless Control Panel,2022-01-07,2022-02-22,2022-03-05,92,301.69,27755.48
PO-DEMO-272,Stellar Industries,HX-5520,Aluminum Heat Exchanger,2022-03-05,2022-03-27,2022-03-30,256,1149.65,294310.4
